loan_id,customer_id,loan_type_id,original_amount,current_balance,interest_rate,monthly_payment,late_payments,default_flag
L008495,C05653,2,28000,8600,14.62,1400,0,False
L008496,C05654,2,53000,30700,14.13,2650,0,False
L008497,C05654,3,1964000,1319000,3.25,9230,0,False
L008498,C05655,2,5000,3900,18.1,250,0,False
L008499,C05655,4,70000,59000,12.42,1110,1,False
L008500,C05656,4,255000,62400,10.12,3250,0,False
L008501,C05656,3,1443000,1256700,2.63,7310,1,False
L008502,C05656,1,245000,65000,8.26,6750,1,False
L008503,C05657,4,117000,46800,7.57,2110,0,False
L008504,C05658,1,153000,109000,6.74,2240,1,False
L008505,C05659,2,7000,700,18.9,350,0,False
L008506,C05660,3,2322000,1389500,2.2,8520,0,False
L008507,C05661,3,1386000,1261500,3.24,7440,4,False
L008508,C05662,3,2024000,1151400,2.57,7970,0,False
L008509,C05662,2,43000,16500,17.56,2150,0,False
L008510,C05663,2,16000,12200,19.89,800,0,False
L008511,C05663,4,147000,66300,10.59,3810,0,False
L008512,C05664,4,51000,30500,9.37,1080,1,False
L008513,C05664,3,1679000,1175600,2.97,6820,0,False
L008514,C05664,2,25000,19700,19.84,1250,0,False
L008515,C05665,3,1155000,930300,2.83,5640,0,False
L008516,C05665,1,290000,234800,7.76,11020,0,False
L008517,C05665,2,41000,8100,15.21,2050,0,False
L008518,C05666,2,47000,21300,15.0,2350,2,False
L008519,C05667,4,274000,57800,8.14,4070,0,False
L008520,C05668,2,21000,16100,16.83,1050,0,False
L008521,C05668,4,112000,54700,5.16,1140,0,False
L008522,C05669,2,21000,4100,18.03,1050,0,False
L008523,C05670,4,248000,154900,6.99,4170,0,False
L008524,C05671,2,32000,26100,19.94,1600,1,False
L008525,C05672,4,149000,46000,12.01,2250,0,False
L008526,C05672,2,29000,12900,17.99,1450,0,False
L008527,C05673,2,7000,400,19.29,350,0,False
L008528,C05673,1,85000,39500,8.62,1730,0,False
L008529,C05673,3,602000,314700,3.33,2510,0,False
L008530,C05674,4,326000,225300,8.57,4010,0,False
L008531,C05675,4,33000,8600,9.69,360,0,False
L008532,C05675,2,12000,1300,20.48,600,1,False
L008533,C05675,1,50000,33000,5.73,1150,0,False
L008534,C05676,2,5000,2100,14.51,250,0,False
L008535,C05676,1,78000,32300,6.57,1100,0,False
L008536,C05677,3,1811000,1301300,2.2,7170,2,False
L008537,C05678,2,5000,2800,19.42,250,0,False
L008538,C05678,4,41000,28900,13.15,620,0,False
L008539,C05679,2,25000,19600,14.21,1250,0,False
L008540,C05679,3,1178000,671900,2.37,4930,1,True
L008541,C05679,4,269000,211900,4.72,4680,1,False
L008542,C05680,3,1115000,994400,3.84,5980,0,True
L008543,C05680,4,128000,56400,8.81,3190,0,False
L008544,C05681,4,259000,177400,5.99,5260,2,False
L008545,C05682,1,68000,41700,8.98,1120,0,False
L008546,C05682,2,7000,4100,16.78,350,0,False
L008547,C05683,4,133000,51400,10.78,1680,0,False
L008548,C05683,2,41000,7200,16.26,2050,0,False
L008549,C05684,4,73000,41200,9.47,1600,0,False
L008550,C05684,2,19000,11200,19.93,950,0,False
L008551,C05684,1,88000,56000,8.22,2070,1,False
L008552,C05685,4,122000,32700,4.8,1380,0,False
L008553,C05686,3,1309000,1206200,2.97,6950,0,False
L008554,C05686,4,43000,8800,9.29,480,0,False
L008555,C05687,3,1621000,1163000,2.96,6740,2,False
L008556,C05688,3,974000,632100,2.71,3830,0,False
L008557,C05689,3,739000,631800,2.81,3600,0,False
L008558,C05690,2,14000,3400,19.51,700,0,False
L008559,C05691,3,1780000,818500,3.43,8620,0,False
L008560,C05692,1,83000,37800,6.9,2110,0,False
L008561,C05693,2,8000,6000,22.9,400,2,False
L008562,C05693,4,105000,69900,12.91,1760,2,False
L008563,C05693,1,85000,58300,7.81,2210,3,False
L008564,C05693,3,455000,332000,4.37,2340,4,False
L008565,C05694,2,48000,3100,17.46,2400,0,False
L008566,C05695,3,1030000,843400,3.37,5540,1,False
L008567,C05695,4,179000,119000,7.1,4780,3,False
L008568,C05695,2,35000,27200,20.14,1750,0,False
L008569,C05696,2,17000,9500,17.04,850,0,False
L008570,C05697,3,2363000,1114400,3.47,9320,0,False
L008571,C05698,2,89000,63200,18.85,4450,1,False
L008572,C05698,3,3066000,2745900,2.75,13990,3,False
L008573,C05698,4,131000,43700,5.68,4090,0,False
L008574,C05698,1,419000,329800,7.45,6600,0,False
L008575,C05699,3,2320000,1430000,3.06,9510,0,False
L008576,C05700,4,37000,21400,10.96,480,1,False
L008577,C05701,3,1893000,1502900,2.47,9100,0,False
L008578,C05702,3,2288000,1709300,3.02,10720,0,False
L008579,C05702,2,12000,6200,17.41,600,2,False
L008580,C05703,3,1539000,1425900,2.55,8010,0,False
L008581,C05703,2,58000,20900,14.94,2900,0,False
L008582,C05703,4,354000,305300,7.48,9990,0,False
L008583,C05704,3,865000,551100,2.69,4040,0,False
L008584,C05705,2,23000,4000,12.88,1150,0,False
L008585,C05705,3,1483000,851700,2.79,6730,1,False
L008586,C05706,3,1299000,798200,3.35,5820,1,False
L008587,C05706,1,277000,188600,5.78,11580,0,False
L008588,C05706,2,42000,24200,13.58,2100,3,False
L008589,C05707,3,860000,591200,3.25,3360,0,False
L008590,C05708,3,1513000,1215100,3.86,8130,0,False
L008591,C05709,4,81000,60800,12.78,1450,0,False
L008592,C05710,3,1216000,965700,2.93,5340,1,False
L008593,C05711,2,42000,10600,19.57,2100,1,False
L008594,C05712,4,42000,25600,8.69,620,1,False
L008595,C05712,3,572000,386500,3.02,2200,0,False
L008596,C05713,3,1944000,1774800,2.99,8660,0,False
L008597,C05713,4,84000,48200,11.32,1420,1,False
L008598,C05713,2,44000,20700,17.35,2200,2,False
L008599,C05713,1,357000,302000,7.0,8880,0,False
L008600,C05714,3,688000,636800,2.41,3190,0,False
L008601,C05714,1,78000,23100,5.91,1020,1,False
L008602,C05715,3,1011000,744200,2.48,3910,0,False
L008603,C05716,2,37000,20500,15.63,1850,0,False
L008604,C05716,1,158000,136600,8.01,4630,0,False
L008605,C05717,1,335000,198400,3.97,5180,0,False
L008606,C05717,3,1563000,1084400,2.81,5990,0,False
L008607,C05718,4,343000,143200,4.65,4630,0,False
L008608,C05718,1,287000,106800,5.42,6540,0,False
L008609,C05719,2,13000,2900,17.32,650,3,False
L008610,C05720,3,1298000,817700,2.85,4900,0,False
L008611,C05720,2,67000,19700,18.41,3350,0,False
L008612,C05721,3,2073000,1960200,3.82,10470,0,True
L008613,C05721,4,295000,255800,8.4,6290,0,False
L008614,C05722,1,97000,70100,8.1,2010,0,False
L008615,C05723,1,254000,135200,5.04,7420,0,False
L008616,C05724,3,1435000,1017600,3.12,6660,0,False
L008617,C05725,4,97000,39600,10.11,1830,0,False
L008618,C05726,3,2718000,2136100,3.38,13260,0,False
L008619,C05727,2,14000,3200,16.74,700,0,False
L008620,C05728,1,233000,153000,6.27,5200,1,False
L008621,C05729,3,1289000,828400,3.11,4830,0,False
L008622,C05729,2,35000,26100,18.79,1750,0,False
L008623,C05730,4,84000,18000,8.75,1460,0,False
L008624,C05731,3,725000,352100,2.92,2530,0,False
L008625,C05731,2,13000,8700,18.03,650,0,False
L008626,C05732,2,13000,3500,17.52,650,0,False
L008627,C05732,3,1719000,1609700,2.72,8020,0,False
L008628,C05733,2,13000,4500,18.34,650,0,False
L008629,C05733,1,94000,37800,8.72,1790,0,True
L008630,C05734,3,2072000,1679500,2.45,7680,0,False
L008631,C05734,2,62000,33400,14.34,3100,0,False
L008632,C05735,3,2557000,2267000,2.94,11340,0,False
L008633,C05735,2,13000,3100,15.59,650,0,False
L008634,C05736,2,14000,1700,21.4,700,1,False
L008635,C05736,1,77000,42000,8.69,2630,3,False
L008636,C05736,4,16000,7700,11.63,250,4,False
L008637,C05737,2,18000,5000,22.85,900,0,False
L008638,C05737,4,75000,44300,9.76,2040,1,False
L008639,C05738,1,67000,45800,6.0,2200,0,False
L008640,C05738,3,771000,660200,4.14,3540,1,False
L008641,C05739,4,101000,44700,10.68,1420,0,False
L008642,C05740,4,173000,114200,10.79,5740,0,False
L008643,C05740,3,1049000,865500,2.84,5330,0,False
L008644,C05741,3,1320000,982600,3.39,5930,0,False
L008645,C05742,3,1449000,1185000,2.98,5810,0,False
L008646,C05743,3,1230000,1070200,3.11,5920,0,False
L008647,C05744,2,25000,12900,17.84,1250,0,False
L008648,C05745,4,162000,130200,10.32,7110,0,False
L008649,C05746,3,1683000,1503200,2.97,7960,0,False
L008650,C05747,3,1215000,982900,3.2,6500,0,False
L008651,C05748,2,33000,17700,15.88,1650,0,False
L008652,C05749,3,1461000,1313300,3.06,6720,0,False
L008653,C05750,3,2225000,1743500,3.24,8950,0,False
L008654,C05750,4,176000,36800,9.06,6300,0,False
L008655,C05751,4,68000,54500,9.86,1090,0,False
L008656,C05751,3,1684000,1043800,3.76,7500,0,True
L008657,C05752,3,1416000,799300,2.2,5290,0,False
L008658,C05753,2,23000,3400,19.6,1150,0,False
L008659,C05754,3,1042000,509900,2.86,3880,0,False
L008660,C05754,4,242000,184700,7.95,3460,0,False
L008661,C05755,1,162000,115200,7.23,4090,0,False
L008662,C05756,1,137000,95400,6.8,3090,0,False
L008663,C05757,1,422000,192700,6.33,8250,0,False
L008664,C05758,2,24000,13800,14.09,1200,0,False
L008665,C05759,3,1249000,1144800,3.32,5810,0,False
L008666,C05760,3,1789000,1426700,2.78,8230,0,False
L008667,C05761,3,1375000,982200,2.68,6520,0,False
L008668,C05762,2,23000,14900,16.18,1150,0,False
L008669,C05763,2,21000,2200,22.3,1050,0,False
L008670,C05763,4,38000,9500,10.0,520,0,False
L008671,C05764,3,1520000,809600,3.15,7170,1,False
L008672,C05764,4,112000,37500,5.67,1030,0,False
L008673,C05765,2,16000,11000,18.93,800,0,False
L008674,C05766,2,26000,20300,15.46,1300,1,False
L008675,C05767,1,190000,56400,8.73,3190,2,False
L008676,C05768,2,8000,3000,21.11,400,0,False
L008677,C05769,1,95000,51900,7.41,3420,0,False
L008678,C05770,2,15000,6400,17.97,750,0,False
L008679,C05770,1,146000,130500,5.28,2860,0,False
L008680,C05771,4,115000,70200,8.15,1510,0,False
L008681,C05772,3,996000,675800,3.27,3970,0,False
L008682,C05772,1,85000,51400,6.64,1660,0,False
L008683,C05773,4,62000,12400,10.92,890,0,False
L008684,C05773,3,1980000,951100,3.49,7410,0,False
L008685,C05773,2,44000,21000,19.59,2200,0,False
L008686,C05774,4,245000,120100,7.81,2770,0,False
L008687,C05774,3,1564000,991300,3.41,6190,0,False
L008688,C05774,2,44000,23300,18.05,2200,0,False
L008689,C05775,2,13000,9000,16.8,650,0,False
L008690,C05776,3,1522000,1347100,2.43,5830,0,False
L008691,C05776,1,277000,235500,5.94,4300,0,False
L008692,C05777,2,21000,3300,16.16,1050,0,False
L008693,C05778,2,24000,20200,15.78,1200,0,False
L008694,C05779,2,18000,4300,14.64,900,0,False
L008695,C05780,3,1818000,906600,3.08,6950,0,False
L008696,C05780,1,115000,65800,7.94,2010,0,False
L008697,C05780,2,23000,3400,16.97,1150,0,False
L008698,C05781,1,293000,123100,7.47,4250,1,False
L008699,C05781,3,2667000,1900000,3.27,11570,0,False
L008700,C05782,4,70000,16800,8.68,770,0,False
L008701,C05782,2,23000,7300,14.86,1150,0,False
L008702,C05782,3,1207000,638000,2.96,4640,0,False
L008703,C05783,2,12000,8700,19.85,600,0,True
L008704,C05783,1,118000,30600,10.65,2930,0,False
L008705,C05783,4,36000,23300,10.09,670,0,False
L008706,C05784,3,832000,672300,3.58,3880,0,False
L008707,C05785,4,21000,8100,11.83,720,1,False
L008708,C05785,2,11000,5100,20.05,550,0,False
L008709,C05786,3,1545000,769200,2.61,7190,0,False
L008710,C05787,4,304000,189800,11.13,4360,0,False
L008711,C05788,3,1333000,965200,2.26,5730,0,False
L008712,C05789,2,11000,7200,10.0,550,0,False
L008713,C05790,3,1642000,1252500,3.39,8180,0,False
L008714,C05791,3,2100000,1401200,2.68,8400,0,False
L008715,C05791,2,39000,4500,14.45,1950,0,False
L008716,C05792,3,2075000,1129300,3.76,10330,0,False
L008717,C05793,2,35000,20100,12.27,1750,0,False
L008718,C05794,3,924000,666700,2.69,4310,0,False
L008719,C05795,3,1968000,1623400,2.23,9240,0,True
L008720,C05795,2,41000,8200,18.3,2050,0,False
L008721,C05796,2,30000,8800,16.05,1500,0,False
L008722,C05797,3,995000,700600,2.99,3950,0,False
L008723,C05798,3,934000,579800,2.86,3950,0,False
L008724,C05799,2,17000,4100,21.63,850,0,False
L008725,C05800,3,1705000,888500,3.12,6690,0,False
L008726,C05801,3,1258000,610500,3.08,5920,0,False
L008727,C05801,4,55000,24800,6.95,990,0,False
L008728,C05802,3,1021000,635100,3.03,3970,0,False
L008729,C05803,1,154000,131300,6.42,2530,0,False
L008730,C05804,3,2657000,2418300,2.84,12540,0,False
L008731,C05805,2,17000,12000,11.45,850,0,False
L008732,C05806,1,89000,25200,5.42,1460,0,False
L008733,C05806,3,1182000,544000,3.17,5220,0,False
L008734,C05806,2,29000,8000,17.19,1450,0,False
L008735,C05807,3,1171000,840100,2.83,4460,0,False
L008736,C05808,3,716000,478000,2.43,2960,1,False
L008737,C05808,4,190000,66000,8.43,7590,0,False
L008738,C05809,2,18000,6400,19.17,900,1,False
L008739,C05809,3,993000,485100,3.14,4070,0,False
L008740,C05810,1,475000,354100,3.8,6800,0,False
L008741,C05811,2,32000,14600,11.79,1600,1,False
L008742,C05811,3,1925000,1082300,3.23,8380,0,False
L008743,C05812,3,1279000,1180100,2.63,5500,0,False
L008744,C05812,4,76000,19700,9.68,940,0,False
L008745,C05813,3,1168000,869700,2.88,5010,0,False
L008746,C05814,3,1821000,1275400,2.54,8650,0,False
L008747,C05815,2,9000,5500,15.86,450,0,False
L008748,C05816,2,7000,2300,19.12,350,1,True
L008749,C05817,1,202000,146000,6.41,6030,0,False
L008750,C05818,3,1277000,945000,3.04,6380,0,False
L008751,C05818,2,45000,27000,17.04,2250,0,False
L008752,C05819,1,385000,152700,9.29,6290,0,False
L008753,C05820,3,2215000,1484700,2.6,8460,0,False
L008754,C05820,2,63000,44700,14.24,3150,0,False
L008755,C05821,4,93000,74600,5.45,1700,1,False
L008756,C05822,3,2447000,1237600,3.03,10030,1,True
L008757,C05822,1,352000,89300,8.02,7190,0,False
L008758,C05823,4,106000,81700,8.95,1540,0,False
L008759,C05824,1,133000,55800,4.73,1710,0,False
L008760,C05825,2,21000,12400,18.24,1050,0,False
L008761,C05825,3,1179000,748200,3.17,4630,0,False
L008762,C05825,4,332000,133700,11.86,7400,0,True
L008763,C05826,3,1576000,917700,2.7,6800,0,False
L008764,C05827,3,1011000,564000,2.72,4410,0,False
L008765,C05828,4,207000,90400,9.62,3210,1,False
L008766,C05829,4,154000,32100,10.93,3730,0,False
L008767,C05829,3,1301000,1058100,3.04,5640,0,False
L008768,C05829,1,109000,63600,7.7,4460,0,True
L008769,C05830,2,38000,13400,18.45,1900,0,False
L008770,C05830,3,2270000,1261000,2.86,8090,0,False
L008771,C05831,2,23000,18900,14.73,1150,0,False
L008772,C05832,3,1653000,1041800,2.96,7930,0,False
L008773,C05833,1,111000,81500,7.15,2200,0,False
L008774,C05834,2,35000,25900,20.14,1750,0,False
L008775,C05835,2,13000,9900,15.9,650,0,False
L008776,C05835,1,52000,16200,7.15,1060,1,False
L008777,C05836,3,1750000,1121900,2.63,8320,1,False
L008778,C05837,4,104000,34800,11.08,3080,0,False
L008779,C05837,2,17000,13600,17.42,850,0,False
L008780,C05838,2,9000,4900,14.72,450,0,False
L008781,C05839,4,184000,144700,7.63,2130,0,False
L008782,C05840,3,1320000,895200,2.2,5630,1,False
L008783,C05840,4,156000,74400,8.76,6500,1,False
L008784,C05840,1,285000,139000,5.39,3800,0,False
L008785,C05840,2,26000,10800,13.46,1300,2,False
L008786,C05841,1,293000,190500,5.46,5470,0,False
L008787,C05842,2,10000,4000,19.18,500,0,False
L008788,C05842,1,129000,87000,7.77,1940,0,False
L008789,C05843,1,112000,87600,10.19,2650,1,False
L008790,C05843,2,14000,10200,17.38,700,0,False
L008791,C05844,2,13000,10900,15.28,650,3,False
L008792,C05845,3,1301000,618900,3.05,4530,0,False
L008793,C05846,1,50000,44300,8.55,1430,0,False
L008794,C05847,3,2320000,1725100,2.64,11560,2,False
L008795,C05848,4,88000,17800,6.49,1540,0,False
L008796,C05848,2,28000,16100,20.87,1400,0,False
L008797,C05849,2,9000,7200,17.07,450,0,False
L008798,C05849,1,75000,65900,9.68,1200,1,False
L008799,C05850,3,2157000,1779300,3.18,9830,0,False
L008800,C05850,2,73000,32100,14.88,3650,2,False
L008801,C05850,4,441000,272300,8.74,12900,1,False
L008802,C05851,4,269000,104600,11.04,2900,0,False
L008803,C05851,2,42000,11500,14.36,2100,0,False
L008804,C05852,1,175000,142400,6.9,5910,0,False
L008805,C05853,2,26000,10200,17.33,1300,0,False
L008806,C05853,3,892000,591900,3.43,3600,0,False
L008807,C05854,3,1184000,667300,2.73,4260,1,False
L008808,C05854,2,66000,19500,19.44,3300,0,False
L008809,C05854,4,82000,34800,6.7,2590,0,False
L008810,C05855,2,55000,11200,13.56,2750,0,False
L008811,C05855,3,1302000,969100,2.58,6270,0,False
L008812,C05856,4,180000,88400,10.58,2040,0,False
L008813,C05857,3,1184000,944800,2.61,4750,0,False
L008814,C05857,4,177000,48900,9.64,4660,0,False
L008815,C05858,4,52000,24100,11.14,640,0,False
L008816,C05859,2,5000,3000,21.81,250,0,False
L008817,C05860,3,1904000,1227700,2.9,7350,0,False
L008818,C05861,4,75000,31600,10.51,1000,0,False
L008819,C05862,2,11000,5200,15.53,550,0,False
L008820,C05863,4,87000,50800,10.92,1890,0,False
L008821,C05863,2,14000,6100,17.79,700,0,False
L008822,C05864,3,1329000,768800,2.41,4810,0,False
L008823,C05864,4,55000,25100,6.42,610,0,False
L008824,C05865,3,772000,706500,2.29,3000,1,False
L008825,C05866,3,1194000,749100,2.93,5870,1,False
L008826,C05867,2,34000,22500,16.88,1700,0,False
L008827,C05868,4,294000,238000,6.31,4770,0,False
L008828,C05868,2,27000,17200,17.97,1350,0,False
L008829,C05869,2,13000,5600,16.96,650,0,False
L008830,C05870,4,117000,64000,8.77,3620,0,False
L008831,C05870,2,24000,9200,18.8,1200,2,False
L008832,C05870,1,158000,124900,7.47,4200,1,True
L008833,C05871,3,1289000,1027300,2.46,5570,0,False
L008834,C05872,4,302000,107100,11.42,4010,0,False
L008835,C05873,3,1795000,1640900,3.33,8500,0,False
L008836,C05874,4,177000,39300,8.0,5060,0,False
L008837,C05874,2,29000,3300,17.37,1450,0,False
L008838,C05875,3,1193000,556900,2.4,5510,0,False
L008839,C05875,2,71000,60300,17.69,3550,0,False
L008840,C05876,4,70000,33100,8.93,780,2,False
L008841,C05877,3,1074000,504800,2.2,4220,0,False
L008842,C05878,3,662000,541600,3.58,3040,0,False
L008843,C05879,3,1477000,1017300,3.05,7180,0,False
L008844,C05879,1,101000,81100,6.23,1600,1,False
L008845,C05880,1,244000,70500,6.37,3910,0,False
L008846,C05880,3,1114000,675200,2.23,3950,0,False
L008847,C05881,2,44000,4800,15.23,2200,1,False
L008848,C05881,1,250000,71600,5.11,4940,4,False
L008849,C05881,3,936000,664200,2.4,4440,1,False
L008850,C05882,3,1251000,607500,3.36,4400,0,False
L008851,C05882,4,77000,53100,5.51,840,0,False
L008852,C05883,3,995000,522300,2.5,4680,0,False
L008853,C05884,3,1818000,972300,2.97,8130,0,False
L008854,C05885,2,49000,29700,18.41,2450,0,False
L008855,C05886,1,360000,251500,10.5,6440,0,False
L008856,C05887,3,1358000,851400,2.68,5910,0,False
L008857,C05887,2,13000,7900,17.71,650,0,False
L008858,C05888,3,1574000,1210500,2.3,7120,0,False
L008859,C05889,4,43000,9800,11.65,480,0,False
L008860,C05890,4,133000,43000,9.82,1910,0,False
L008861,C05890,3,1382000,1050300,3.28,7040,0,False
L008862,C05891,3,1018000,840200,2.64,4250,0,False
L008863,C05892,2,28000,12900,17.2,1400,0,False
L008864,C05892,4,306000,181700,13.23,5140,0,False
L008865,C05893,2,59000,43700,18.75,2950,0,False
L008866,C05894,3,748000,508900,3.16,3140,0,False
L008867,C05895,2,61000,31700,18.78,3050,0,False
L008868,C05895,3,2043000,1268500,2.82,7660,0,False
L008869,C05896,3,1905000,967200,2.97,7950,0,False
L008870,C05896,1,114000,39200,5.39,1490,0,False
L008871,C05897,4,71000,20000,7.43,2070,0,False
L008872,C05898,3,2284000,2046400,2.97,9280,2,False
L008873,C05899,2,29000,18600,13.59,1450,0,False
L008874,C05900,3,2146000,1818700,2.77,8670,0,False
L008875,C05901,4,33000,26700,8.55,380,1,False
L008876,C05902,3,1044000,741900,3.63,4790,0,False
L008877,C05902,2,27000,11000,16.85,1350,0,False
L008878,C05903,4,78000,17200,10.24,1640,0,False
L008879,C05904,4,86000,69800,11.48,1290,0,False
L008880,C05904,3,1691000,1225300,2.95,7850,0,False
L008881,C05904,2,16000,13300,21.46,800,0,False
L008882,C05905,3,1710000,1478000,2.5,7350,0,False
L008883,C05905,4,83000,40100,7.08,2350,0,False
L008884,C05906,2,27000,19700,17.23,1350,1,False
L008885,C05907,3,1460000,882100,3.03,6670,0,False
L008886,C05907,1,166000,99800,4.97,2990,0,False
L008887,C05908,4,262000,59100,9.72,2830,0,False
L008888,C05908,3,1498000,1162900,2.56,5770,0,False
L008889,C05909,3,1195000,765800,2.39,4540,0,False
L008890,C05910,3,2323000,2185400,2.65,10500,0,False
L008891,C05910,1,313000,163800,8.14,5710,0,False
L008892,C05911,3,1728000,1264200,2.56,7710,0,False
L008893,C05911,4,308000,79600,8.73,4730,0,False
L008894,C05912,3,1118000,594900,2.63,4440,0,False
L008895,C05913,3,1353000,616500,3.17,5470,0,False
L008896,C05914,3,2382000,1298100,2.2,8980,0,False
L008897,C05914,2,70000,33200,16.92,3500,4,True
L008898,C05915,4,355000,210600,8.02,6770,0,False
L008899,C05915,2,52000,15100,19.5,2600,0,False
L008900,C05916,1,328000,292300,7.52,6030,0,False
L008901,C05917,3,924000,460400,2.98,4200,0,False
L008902,C05918,4,240000,82700,8.01,6660,0,False
L008903,C05918,3,1188000,972800,2.83,5050,0,False
L008904,C05919,3,1319000,638200,3.01,4570,0,False
L008905,C05920,3,2077000,995800,2.62,9180,0,False
L008906,C05920,1,267000,146700,6.18,4260,0,False
L008907,C05921,4,235000,60900,6.96,2960,0,False
L008908,C05921,2,25000,14400,18.36,1250,0,False
L008909,C05922,3,1247000,1162500,3.58,5810,0,False
L008910,C05923,2,8000,3400,16.55,400,0,False
L008911,C05923,3,1411000,930200,3.19,5380,0,False
L008912,C05924,3,1647000,1239800,2.76,6450,0,False
L008913,C05925,2,31000,7500,16.31,1550,0,False
