employment_id,customer_id,employment_status,monthly_income,valid_from,valid_to
4872,C04872,Permanent employment,23600,2026-09-10,
4873,C04873,Permanent employment,41000,2026-09-10,
4874,C04874,Temporary/Probation/Freelance,24300,2026-09-10,
4875,C04875,Permanent employment,43400,2026-09-10,
4876,C04876,Unemployed,11400,2026-09-10,
4877,C04877,Permanent employment,50800,2026-09-10,
4878,C04878,Permanent employment,37500,2026-09-10,
4879,C04879,Permanent employment,42900,2026-09-10,
4880,C04880,Retired,19400,2026-09-10,
4881,C04881,Permanent employment,32800,2026-09-10,
4882,C04882,Temporary/Probation/Freelance,24200,2026-09-10,
4883,C04883,Retired,15200,2026-09-10,
4884,C04884,Permanent employment,34100,2026-09-10,
4885,C04885,Permanent employment,39300,2026-09-10,
4886,C04886,Retired,17500,2026-09-10,
4887,C04887,Permanent employment,45900,2026-09-10,
4888,C04888,Self-employed,54500,2026-09-10,
4889,C04889,Temporary/Probation/Freelance,28900,2026-09-10,
4890,C04890,Permanent employment,34700,2026-09-10,
4891,C04891,Permanent employment,32700,2026-09-10,
4892,C04892,Student,14000,2026-09-10,
4893,C04893,Permanent employment,55800,2026-09-10,
4894,C04894,Self-employed,70400,2026-09-10,
4895,C04895,Unemployed,15200,2026-09-10,
4896,C04896,Permanent employment,40200,2026-09-10,
4897,C04897,Permanent employment,36500,2026-09-10,
4898,C04898,Permanent employment,43300,2026-09-10,
4899,C04899,Permanent employment,32900,2026-09-10,
4900,C04900,Permanent employment,37100,2026-09-10,
4901,C04901,Temporary/Probation/Freelance,15000,2026-09-10,
4902,C04902,Permanent employment,49900,2026-09-10,
4903,C04903,Permanent employment,41900,2026-09-10,
4904,C04904,Self-employed,38200,2026-09-10,
4905,C04905,Retired,32700,2026-09-10,
4906,C04906,Permanent employment,53600,2026-09-10,
4907,C04907,Retired,13500,2026-09-10,
4908,C04908,Permanent employment,42000,2026-09-10,
4909,C04909,Permanent employment,42900,2026-09-10,
4910,C04910,Permanent employment,56300,2026-09-10,
4911,C04911,Retired,20300,2026-09-10,
4912,C04912,Permanent employment,52400,2026-09-10,
4913,C04913,Permanent employment,49800,2026-09-10,
4914,C04914,Student,15800,2026-09-10,
4915,C04915,Permanent employment,32900,2026-09-10,
4916,C04916,Retired,21200,2026-09-10,
4917,C04917,Permanent employment,48700,2026-09-10,
4918,C04918,Permanent employment,52900,2026-09-10,
4919,C04919,Permanent employment,44600,2026-09-10,
4920,C04920,Permanent employment,31700,2026-09-10,
4921,C04921,Permanent employment,51300,2026-09-10,
4922,C04922,Permanent employment,52100,2026-09-10,
4923,C04923,Permanent employment,41200,2026-09-10,
4924,C04924,Retired,29900,2026-09-10,
4925,C04925,Permanent employment,33400,2026-09-10,
4926,C04926,Permanent employment,31800,2026-09-10,
4927,C04927,Permanent employment,51200,2026-09-10,
4928,C04928,Student,9800,2026-09-10,
4929,C04929,Permanent employment,33500,2026-09-10,
4930,C04930,Retired,30200,2026-09-10,
4931,C04931,Parental leave,42700,2026-09-10,
4932,C04932,Permanent employment,28900,2026-09-10,
4933,C04933,Temporary/Probation/Freelance,32400,2026-09-10,
4934,C04934,Permanent employment,46900,2026-09-10,
4935,C04935,Student,4200,2026-09-10,
4936,C04936,Permanent employment,52200,2026-09-10,
4937,C04937,Permanent employment,35400,2026-09-10,
4938,C04938,Permanent employment,45600,2026-09-10,
4939,C04939,Permanent employment,37800,2026-09-10,
4940,C04940,Retired,16700,2026-09-10,
4941,C04941,Self-employed,51700,2026-09-10,
4942,C04942,Permanent employment,40000,2026-09-10,
4943,C04943,Permanent employment,52000,2026-09-10,
4944,C04944,Temporary/Probation/Freelance,30200,2026-09-10,
4945,C04945,Permanent employment,49000,2026-09-10,
4946,C04946,Retired,29500,2026-09-10,
4947,C04947,Permanent employment,51300,2026-09-10,
4948,C04948,Unemployed,12800,2026-09-10,
4949,C04949,Retired,23000,2026-09-10,
4950,C04950,Retired,17700,2026-09-10,
4951,C04951,Unemployed,14600,2026-09-10,
4952,C04952,Permanent employment,24400,2026-09-10,
4953,C04953,Permanent employment,53000,2026-09-10,
4954,C04954,Permanent employment,36600,2026-09-10,
4955,C04955,Permanent employment,42000,2026-09-10,
4956,C04956,Self-employed,54800,2026-09-10,
4957,C04957,Permanent employment,48500,2026-09-10,
4958,C04958,Permanent employment,35000,2026-09-10,
4959,C04959,Permanent employment,33800,2026-09-10,
4960,C04960,Unemployed,12800,2026-09-10,
4961,C04961,Permanent employment,43800,2026-09-10,
4962,C04962,Student,11000,2026-09-10,
4963,C04963,Parental leave,34500,2026-09-10,
4964,C04964,Permanent employment,42000,2026-09-10,
4965,C04965,Permanent employment,45700,2026-09-10,
4966,C04966,Permanent employment,32500,2026-09-10,
4967,C04967,Retired,34400,2026-09-10,
4968,C04968,Self-employed,52400,2026-09-10,
4969,C04969,Retired,21900,2026-09-10,
4970,C04970,Unemployed,18900,2026-09-10,
4971,C04971,Permanent employment,47600,2026-09-10,
4972,C04972,Retired,25400,2026-09-10,
4973,C04973,Permanent employment,45000,2026-09-10,
4974,C04974,Retired,31000,2026-09-10,
4975,C04975,Self-employed,74000,2026-09-10,
4976,C04976,Permanent employment,52000,2026-09-10,
4977,C04977,Parental leave,30200,2026-09-10,
4978,C04978,Permanent employment,47400,2026-09-10,
4979,C04979,Student,8700,2026-09-10,
4980,C04980,Permanent employment,23800,2026-09-10,
4981,C04981,Retired,29600,2026-09-10,
4982,C04982,Self-employed,70900,2026-09-10,
4983,C04983,Unemployed,14000,2026-09-10,
4984,C04984,Retired,35400,2026-09-10,
4985,C04985,Permanent employment,34800,2026-09-10,
4986,C04986,Permanent employment,37400,2026-09-10,
4987,C04987,Temporary/Probation/Freelance,23200,2026-09-10,
4988,C04988,Permanent employment,38900,2026-09-10,
4989,C04989,Permanent employment,42800,2026-09-10,
4990,C04990,Self-employed,76000,2026-09-10,
4991,C04991,Retired,33100,2026-09-10,
4992,C04992,Parental leave,38400,2026-09-10,
4993,C04993,Permanent employment,48100,2026-09-10,
4994,C04994,Retired,21900,2026-09-10,
4995,C04995,Permanent employment,32300,2026-09-10,
4996,C04996,Retired,14000,2026-09-10,
4997,C04997,Permanent employment,48800,2026-09-10,
4998,C04998,Self-employed,18000,2026-09-10,
4999,C04999,Permanent employment,42100,2026-09-10,
5000,C05000,Permanent employment,45000,2026-09-10,
5001,C05001,Parental leave,35100,2026-09-10,
5002,C05002,Permanent employment,48100,2026-09-10,
5003,C05003,Retired,27400,2026-09-10,
5004,C05004,Permanent employment,28500,2026-09-10,
5005,C05005,Retired,22700,2026-09-10,
5006,C05006,Self-employed,33600,2026-09-10,
5007,C05007,Permanent employment,44000,2026-09-10,
5008,C05008,Retired,23000,2026-09-10,
5009,C05009,Permanent employment,39500,2026-09-10,
5010,C05010,Temporary/Probation/Freelance,20500,2026-09-10,
5011,C05011,Permanent employment,38700,2026-09-10,
5012,C05012,Permanent employment,55200,2026-09-10,
5013,C05013,Permanent employment,59900,2026-09-10,
5014,C05014,Permanent employment,52500,2026-09-10,
5015,C05015,Unemployed,6700,2026-09-10,
5016,C05016,Permanent employment,36000,2026-09-10,
5017,C05017,Self-employed,36000,2026-09-10,
5018,C05018,Permanent employment,46100,2026-09-10,
5019,C05019,Permanent employment,54300,2026-09-10,
5020,C05020,Retired,23600,2026-09-10,
5021,C05021,Unemployed,10300,2026-09-10,
5022,C05022,Permanent employment,53100,2026-09-10,
5023,C05023,Retired,26500,2026-09-10,
5024,C05024,Permanent employment,48400,2026-09-10,
5025,C05025,Retired,31000,2026-09-10,
5026,C05026,Permanent employment,42600,2026-09-10,
5027,C05027,Permanent employment,29700,2026-09-10,
5028,C05028,Student,11100,2026-09-10,
5029,C05029,Permanent employment,40600,2026-09-10,
5030,C05030,Permanent employment,38500,2026-09-10,
5031,C05031,Unemployed,19700,2026-09-10,
5032,C05032,Permanent employment,46400,2026-09-10,
5033,C05033,Permanent employment,57900,2026-09-10,
5034,C05034,Permanent employment,47100,2026-09-10,
5035,C05035,Parental leave,28300,2026-09-10,
5036,C05036,Permanent employment,36200,2026-09-10,
5037,C05037,Permanent employment,46600,2026-09-10,
5038,C05038,Retired,17500,2026-09-10,
5039,C05039,Retired,27600,2026-09-10,
5040,C05040,Retired,23100,2026-09-10,
5041,C05041,Permanent employment,42000,2026-09-10,
5042,C05042,Permanent employment,45600,2026-09-10,
5043,C05043,Permanent employment,39600,2026-09-10,
5044,C05044,Temporary/Probation/Freelance,29700,2026-09-10,
5045,C05045,Self-employed,83500,2026-09-10,
5046,C05046,Permanent employment,39600,2026-09-10,
5047,C05047,Permanent employment,52200,2026-09-10,
5048,C05048,Permanent employment,53800,2026-09-10,
5049,C05049,Permanent employment,37200,2026-09-10,
5050,C05050,Permanent employment,45400,2026-09-10,
5051,C05051,Permanent employment,40500,2026-09-10,
5052,C05052,Temporary/Probation/Freelance,31400,2026-09-10,
5053,C05053,Permanent employment,38900,2026-09-10,
5054,C05054,Parental leave,33800,2026-09-10,
5055,C05055,Parental leave,17400,2026-09-10,
5056,C05056,Permanent employment,42300,2026-09-10,
5057,C05057,Permanent employment,42100,2026-09-10,
5058,C05058,Unemployed,11100,2026-09-10,
5059,C05059,Permanent employment,51200,2026-09-10,
5060,C05060,Permanent employment,52200,2026-09-10,
5061,C05061,Retired,31900,2026-09-10,
5062,C05062,Retired,29900,2026-09-10,
5063,C05063,Permanent employment,36600,2026-09-10,
5064,C05064,Parental leave,30900,2026-09-10,
5065,C05065,Permanent employment,50800,2026-09-10,
5066,C05066,Student,0,2026-09-10,
5067,C05067,Permanent employment,56400,2026-09-10,
5068,C05068,Unemployed,9000,2026-09-10,
5069,C05069,Retired,17700,2026-09-10,
5070,C05070,Student,13800,2026-09-10,
5071,C05071,Permanent employment,58600,2026-09-10,
5072,C05072,Permanent employment,36500,2026-09-10,
5073,C05073,Permanent employment,39500,2026-09-10,
5074,C05074,Parental leave,37500,2026-09-10,
5075,C05075,Permanent employment,44200,2026-09-10,
5076,C05076,Temporary/Probation/Freelance,28000,2026-09-10,
5077,C05077,Permanent employment,46500,2026-09-10,
5078,C05078,Parental leave,43100,2026-09-10,
5079,C05079,Permanent employment,50400,2026-09-10,
5080,C05080,Permanent employment,47500,2026-09-10,
5081,C05081,Student,12900,2026-09-10,
5082,C05082,Permanent employment,40900,2026-09-10,
5083,C05083,Retired,30300,2026-09-10,
5084,C05084,Self-employed,33500,2026-09-10,
5085,C05085,Permanent employment,37500,2026-09-10,
5086,C05086,Permanent employment,44900,2026-09-10,
5087,C05087,Permanent employment,36500,2026-09-10,
5088,C05088,Permanent employment,22300,2026-09-10,
5089,C05089,Parental leave,38400,2026-09-10,
5090,C05090,Permanent employment,43000,2026-09-10,
5091,C05091,Student,18800,2026-09-10,
5092,C05092,Permanent employment,33500,2026-09-10,
5093,C05093,Permanent employment,45200,2026-09-10,
5094,C05094,Permanent employment,36600,2026-09-10,
5095,C05095,Self-employed,63100,2026-09-10,
5096,C05096,Permanent employment,36100,2026-09-10,
5097,C05097,Retired,26000,2026-09-10,
5098,C05098,Permanent employment,51500,2026-09-10,
5099,C05099,Permanent employment,44400,2026-09-10,
5100,C05100,Student,12200,2026-09-10,
5101,C05101,Permanent employment,56100,2026-09-10,
5102,C05102,Permanent employment,43400,2026-09-10,
5103,C05103,Permanent employment,47900,2026-09-10,
5104,C05104,Self-employed,63400,2026-09-10,
5105,C05105,Permanent employment,42800,2026-09-10,
5106,C05106,Permanent employment,30400,2026-09-10,
5107,C05107,Permanent employment,50100,2026-09-10,
5108,C05108,Permanent employment,38800,2026-09-10,
5109,C05109,Unemployed,13900,2026-09-10,
5110,C05110,Retired,25100,2026-09-10,
5111,C05111,Retired,15600,2026-09-10,
5112,C05112,Retired,22200,2026-09-10,
5113,C05113,Permanent employment,50000,2026-09-10,
5114,C05114,Permanent employment,43000,2026-09-10,
5115,C05115,Parental leave,26900,2026-09-10,
5116,C05116,Permanent employment,37800,2026-09-10,
5117,C05117,Self-employed,49900,2026-09-10,
5118,C05118,Parental leave,35000,2026-09-10,
5119,C05119,Temporary/Probation/Freelance,38200,2026-09-10,
5120,C05120,Self-employed,35000,2026-09-10,
5121,C05121,Temporary/Probation/Freelance,43000,2026-09-10,
5122,C05122,Retired,24700,2026-09-10,
5123,C05123,Temporary/Probation/Freelance,16900,2026-09-10,
5124,C05124,Permanent employment,45800,2026-09-10,
5125,C05125,Retired,16900,2026-09-10,
5126,C05126,Parental leave,32500,2026-09-10,
5127,C05127,Permanent employment,46900,2026-09-10,
5128,C05128,Permanent employment,27300,2026-09-10,
5129,C05129,Permanent employment,55100,2026-09-10,
5130,C05130,Retired,19400,2026-09-10,
5131,C05131,Permanent employment,32300,2026-09-10,
5132,C05132,Permanent employment,54000,2026-09-10,
5133,C05133,Student,13100,2026-09-10,
5134,C05134,Permanent employment,28200,2026-09-10,
5135,C05135,Retired,24200,2026-09-10,
5136,C05136,Unemployed,13500,2026-09-10,
5137,C05137,Student,2100,2026-09-10,
5138,C05138,Temporary/Probation/Freelance,18800,2026-09-10,
5139,C05139,Permanent employment,49700,2026-09-10,
5140,C05140,Retired,26800,2026-09-10,
5141,C05141,Permanent employment,51400,2026-09-10,
5142,C05142,Permanent employment,46500,2026-09-10,
5143,C05143,Parental leave,16000,2026-09-10,
5144,C05144,Permanent employment,40100,2026-09-10,
5145,C05145,Permanent employment,36900,2026-09-10,
5146,C05146,Permanent employment,42100,2026-09-10,
5147,C05147,Retired,12000,2026-09-10,
5148,C05148,Retired,28100,2026-09-10,
5149,C05149,Permanent employment,47600,2026-09-10,
5150,C05150,Permanent employment,53900,2026-09-10,
5151,C05151,Permanent employment,44300,2026-09-10,
5152,C05152,Permanent employment,42700,2026-09-10,
5153,C05153,Retired,30700,2026-09-10,
5154,C05154,Permanent employment,55000,2026-09-10,
5155,C05155,Permanent employment,35100,2026-09-10,
5156,C05156,Permanent employment,51300,2026-09-10,
5157,C05157,Parental leave,32400,2026-09-10,
5158,C05158,Permanent employment,31700,2026-09-10,
5159,C05159,Parental leave,32800,2026-09-10,
5160,C05160,Parental leave,34400,2026-09-10,
5161,C05161,Permanent employment,33200,2026-09-10,
5162,C05162,Permanent employment,29500,2026-09-10,
5163,C05163,Temporary/Probation/Freelance,30600,2026-09-10,
5164,C05164,Parental leave,30300,2026-09-10,
5165,C05165,Permanent employment,42400,2026-09-10,
5166,C05166,Retired,19700,2026-09-10,
5167,C05167,Permanent employment,30300,2026-09-10,
5168,C05168,Permanent employment,41400,2026-09-10,
5169,C05169,Permanent employment,49000,2026-09-10,
5170,C05170,Permanent employment,53500,2026-09-10,
5171,C05171,Permanent employment,61700,2026-09-10,
5172,C05172,Permanent employment,42400,2026-09-10,
5173,C05173,Student,9200,2026-09-10,
5174,C05174,Student,0,2026-09-10,
5175,C05175,Unemployed,11500,2026-09-10,
5176,C05176,Retired,12800,2026-09-10,
5177,C05177,Retired,21500,2026-09-10,
5178,C05178,Parental leave,38200,2026-09-10,
5179,C05179,Permanent employment,52500,2026-09-10,
5180,C05180,Retired,21600,2026-09-10,
5181,C05181,Permanent employment,41000,2026-09-10,
5182,C05182,Retired,18200,2026-09-10,
5183,C05183,Permanent employment,44000,2026-09-10,
5184,C05184,Retired,21700,2026-09-10,
5185,C05185,Permanent employment,44800,2026-09-10,
5186,C05186,Retired,28600,2026-09-10,
5187,C05187,Permanent employment,48200,2026-09-10,
5188,C05188,Permanent employment,25500,2026-09-10,
5189,C05189,Retired,27800,2026-09-10,
5190,C05190,Permanent employment,45700,2026-09-10,
5191,C05191,Permanent employment,32400,2026-09-10,
5192,C05192,Permanent employment,52700,2026-09-10,
5193,C05193,Retired,25300,2026-09-10,
5194,C05194,Retired,13100,2026-09-10,
5195,C05195,Permanent employment,33900,2026-09-10,
5196,C05196,Retired,22400,2026-09-10,
5197,C05197,Permanent employment,61300,2026-09-10,
5198,C05198,Student,5600,2026-09-10,
5199,C05199,Permanent employment,40200,2026-09-10,
5200,C05200,Permanent employment,46300,2026-09-10,
5201,C05201,Permanent employment,60000,2026-09-10,
5202,C05202,Permanent employment,41400,2026-09-10,
5203,C05203,Permanent employment,39900,2026-09-10,
5204,C05204,Permanent employment,44300,2026-09-10,
5205,C05205,Permanent employment,40700,2026-09-10,
5206,C05206,Temporary/Probation/Freelance,27200,2026-09-10,
5207,C05207,Retired,30600,2026-09-10,
5208,C05208,Permanent employment,41500,2026-09-10,
5209,C05209,Retired,21400,2026-09-10,
5210,C05210,Permanent employment,45000,2026-09-10,
5211,C05211,Retired,13900,2026-09-10,
5212,C05212,Permanent employment,35600,2026-09-10,
5213,C05213,Permanent employment,33300,2026-09-10,
5214,C05214,Unemployed,12000,2026-09-10,
5215,C05215,Permanent employment,42500,2026-09-10,
5216,C05216,Permanent employment,42700,2026-09-10,
5217,C05217,Permanent employment,42300,2026-09-10,
5218,C05218,Permanent employment,45000,2026-09-10,
5219,C05219,Temporary/Probation/Freelance,21100,2026-09-10,
5220,C05220,Student,12000,2026-09-10,
5221,C05221,Permanent employment,41500,2026-09-10,
5222,C05222,Temporary/Probation/Freelance,36100,2026-09-10,
5223,C05223,Permanent employment,37600,2026-09-10,
5224,C05224,Self-employed,34300,2026-09-10,
5225,C05225,Permanent employment,35800,2026-09-10,
5226,C05226,Student,11500,2026-09-10,
5227,C05227,Permanent employment,43700,2026-09-10,
5228,C05228,Retired,34100,2026-09-10,
5229,C05229,Student,17700,2026-09-10,
5230,C05230,Permanent employment,41600,2026-09-10,
5231,C05231,Permanent employment,26500,2026-09-10,
5232,C05232,Unemployed,17500,2026-09-10,
5233,C05233,Permanent employment,39300,2026-09-10,
5234,C05234,Permanent employment,42500,2026-09-10,
5235,C05235,Parental leave,37200,2026-09-10,
5236,C05236,Student,11700,2026-09-10,
5237,C05237,Permanent employment,48900,2026-09-10,
5238,C05238,Permanent employment,50400,2026-09-10,
5239,C05239,Unemployed,13300,2026-09-10,
5240,C05240,Permanent employment,49800,2026-09-10,
5241,C05241,Permanent employment,43700,2026-09-10,
5242,C05242,Permanent employment,48800,2026-09-10,
5243,C05243,Permanent employment,46100,2026-09-10,
5244,C05244,Retired,33400,2026-09-10,
5245,C05245,Retired,14900,2026-09-10,
5246,C05246,Permanent employment,42000,2026-09-10,
5247,C05247,Retired,23300,2026-09-10,
5248,C05248,Retired,24700,2026-09-10,
5249,C05249,Permanent employment,36000,2026-09-10,
5250,C05250,Permanent employment,39800,2026-09-10,
5251,C05251,Temporary/Probation/Freelance,30300,2026-09-10,
5252,C05252,Retired,20100,2026-09-10,
5253,C05253,Permanent employment,31000,2026-09-10,
5254,C05254,Unemployed,12500,2026-09-10,
