loan_id,customer_id,loan_type,original_amount,current_balance,interest_rate,monthly_payment,late_payments,default_flag
L008845,C05880,Car Loan,244000,70500,6.37,3910,0,0
L008846,C05880,Mortgage,1114000,675200,2.23,3950,0,0
L008847,C05881,Credit Card,44000,4800,15.23,2200,1,0
L008848,C05881,Car Loan,250000,71600,5.11,4940,4,0
L008849,C05881,Mortgage,936000,664200,2.4,4440,1,0
L008850,C05882,Mortgage,1251000,607500,3.36,4400,0,0
L008851,C05882,Personal Loan,77000,53100,5.51,840,0,0
L008852,C05883,Mortgage,995000,522300,2.5,4680,0,0
L008853,C05884,Mortgage,1818000,972300,2.97,8130,0,0
L008854,C05885,Credit Card,49000,29700,18.41,2450,0,0
L008855,C05886,Car Loan,360000,251500,10.5,6440,0,0
L008856,C05887,Mortgage,1358000,851400,2.68,5910,0,0
L008857,C05887,Credit Card,13000,7900,17.71,650,0,0
L008858,C05888,Mortgage,1574000,1210500,2.3,7120,0,0
L008859,C05889,Personal Loan,43000,9800,11.65,480,0,0
L008860,C05890,Personal Loan,133000,43000,9.82,1910,0,0
L008861,C05890,Mortgage,1382000,1050300,3.28,7040,0,0
L008862,C05891,Mortgage,1018000,840200,2.64,4250,0,0
L008863,C05892,Credit Card,28000,12900,17.2,1400,0,0
L008864,C05892,Personal Loan,306000,181700,13.23,5140,0,0
L008865,C05893,Credit Card,59000,43700,18.75,2950,0,0
L008866,C05894,Mortgage,748000,508900,3.16,3140,0,0
L008867,C05895,Credit Card,61000,31700,18.78,3050,0,0
L008868,C05895,Mortgage,2043000,1268500,2.82,7660,0,0
L008869,C05896,Mortgage,1905000,967200,2.97,7950,0,0
L008870,C05896,Car Loan,114000,39200,5.39,1490,0,0
L008871,C05897,Personal Loan,71000,20000,7.43,2070,0,0
L008872,C05898,Mortgage,2284000,2046400,2.97,9280,2,0
L008873,C05899,Credit Card,29000,18600,13.59,1450,0,0
L008874,C05900,Mortgage,2146000,1818700,2.77,8670,0,0
L008875,C05901,Personal Loan,33000,26700,8.55,380,1,0
L008876,C05902,Mortgage,1044000,741900,3.63,4790,0,0
L008877,C05902,Credit Card,27000,11000,16.85,1350,0,0
L008878,C05903,Personal Loan,78000,17200,10.24,1640,0,0
L008879,C05904,Personal Loan,86000,69800,11.48,1290,0,0
L008880,C05904,Mortgage,1691000,1225300,2.95,7850,0,0
L008881,C05904,Credit Card,16000,13300,21.46,800,0,0
L008882,C05905,Mortgage,1710000,1478000,2.5,7350,0,0
L008883,C05905,Personal Loan,83000,40100,7.08,2350,0,0
L008884,C05906,Credit Card,27000,19700,17.23,1350,1,0
L008885,C05907,Mortgage,1460000,882100,3.03,6670,0,0
L008886,C05907,Car Loan,166000,99800,4.97,2990,0,0
L008887,C05908,Personal Loan,262000,59100,9.72,2830,0,0
L008888,C05908,Mortgage,1498000,1162900,2.56,5770,0,0
L008889,C05909,Mortgage,1195000,765800,2.39,4540,0,0
L008890,C05910,Mortgage,2323000,2185400,2.65,10500,0,0
L008891,C05910,Car Loan,313000,163800,8.14,5710,0,0
L008892,C05911,Mortgage,1728000,1264200,2.56,7710,0,0
L008893,C05911,Personal Loan,308000,79600,8.73,4730,0,0
L008894,C05912,Mortgage,1118000,594900,2.63,4440,0,0
L008895,C05913,Mortgage,1353000,616500,3.17,5470,0,0
L008896,C05914,Mortgage,2382000,1298100,2.2,8980,0,0
L008897,C05914,Credit Card,70000,33200,16.92,3500,4,1
L008898,C05915,Personal Loan,355000,210600,8.02,6770,0,0
L008899,C05915,Credit Card,52000,15100,19.5,2600,0,0
L008900,C05916,Car Loan,328000,292300,7.52,6030,0,0
L008901,C05917,Mortgage,924000,460400,2.98,4200,0,0
L008902,C05918,Personal Loan,240000,82700,8.01,6660,0,0
L008903,C05918,Mortgage,1188000,972800,2.83,5050,0,0
L008904,C05919,Mortgage,1319000,638200,3.01,4570,0,0
L008905,C05920,Mortgage,2077000,995800,2.62,9180,0,0
L008906,C05920,Car Loan,267000,146700,6.18,4260,0,0
L008907,C05921,Personal Loan,235000,60900,6.96,2960,0,0
L008908,C05921,Credit Card,25000,14400,18.36,1250,0,0
L008909,C05922,Mortgage,1247000,1162500,3.58,5810,0,0
L008910,C05923,Credit Card,8000,3400,16.55,400,0,0
L008911,C05923,Mortgage,1411000,930200,3.19,5380,0,0
L008912,C05924,Mortgage,1647000,1239800,2.76,6450,0,0
L008913,C05925,Credit Card,31000,7500,16.31,1550,0,0
L008914,C05926,Credit Card,58000,29500,18.32,2900,1,0
L008915,C05927,Personal Loan,124000,30600,6.92,1710,0,0
L008916,C05928,Personal Loan,155000,101100,7.71,1960,2,0
L008917,C05928,Mortgage,2904000,1726100,3.12,12880,0,0
L008918,C05928,Credit Card,72000,23200,18.14,3600,0,0
L008919,C05929,Credit Card,20000,15700,15.11,1000,0,0
L008920,C05929,Mortgage,1234000,1061100,2.42,4920,0,0
L008921,C05930,Credit Card,14000,4700,16.91,700,1,0
L008922,C05930,Mortgage,1011000,841500,2.66,5050,0,0
L008923,C05930,Car Loan,140000,85900,6.98,2790,0,0
L008924,C05931,Credit Card,30000,25100,15.88,1500,1,0
L008925,C05932,Personal Loan,61000,54000,8.16,1160,0,0
L008926,C05932,Car Loan,274000,140800,4.98,4220,0,0
L008927,C05933,Personal Loan,213000,146900,7.27,3540,0,0
L008928,C05934,Mortgage,1805000,1182100,2.2,6390,0,0
L008929,C05935,Car Loan,322000,143600,5.98,7940,0,0
L008930,C05935,Personal Loan,92000,74000,10.58,1520,2,0
L008931,C05935,Credit Card,14000,10200,13.0,700,0,0
L008932,C05935,Mortgage,1690000,1556200,3.13,8290,0,0
L008933,C05936,Mortgage,1900000,1015200,3.08,7080,0,0
L008934,C05936,Credit Card,18000,4400,11.93,900,0,0
L008935,C05937,Personal Loan,57000,15200,12.58,1350,0,0
L008936,C05937,Car Loan,146000,38400,7.34,2530,0,0
L008937,C05938,Personal Loan,223000,58200,9.97,2200,0,0
L008938,C05938,Mortgage,1473000,705000,2.2,5350,0,0
L008939,C05939,Mortgage,1698000,981400,2.97,8300,0,0
L008940,C05939,Car Loan,117000,88500,5.75,2150,0,0
L008941,C05940,Mortgage,1815000,1442300,3.33,7540,1,0
L008942,C05940,Personal Loan,144000,49900,6.04,4300,0,0
L008943,C05941,Mortgage,950000,459600,3.9,3840,1,0
L008944,C05941,Car Loan,185000,53500,6.46,3300,0,0
L008945,C05942,Mortgage,1927000,1742700,2.86,8250,0,0
L008946,C05943,Car Loan,50000,12700,7.6,1100,0,0
L008947,C05944,Car Loan,192000,76800,6.99,4760,0,0
L008948,C05945,Credit Card,10000,3100,18.16,500,0,0
L008949,C05946,Credit Card,19000,1000,22.5,950,0,0
L008950,C05946,Personal Loan,181000,88800,11.04,2160,0,0
L008951,C05947,Mortgage,1320000,891200,3.38,6700,0,0
L008952,C05947,Car Loan,139000,85500,6.29,3530,0,1
L008953,C05948,Credit Card,5000,3400,18.08,250,1,0
L008954,C05949,Credit Card,6000,2800,16.19,300,0,0
L008955,C05950,Credit Card,27000,8400,19.48,1350,0,0
L008956,C05951,Credit Card,47000,29500,20.44,2350,1,0
L008957,C05951,Mortgage,1707000,1181200,3.12,8770,0,0
L008958,C05951,Car Loan,187000,92700,6.09,3340,0,0
L008959,C05952,Credit Card,32000,18100,13.61,1600,0,0
L008960,C05952,Mortgage,1361000,985000,2.91,5800,1,0
L008961,C05952,Personal Loan,62000,19000,6.73,600,1,0
L008962,C05953,Mortgage,1807000,1501800,2.8,7480,0,0
L008963,C05953,Credit Card,51000,40800,17.31,2550,0,0
L008964,C05954,Mortgage,2132000,1366000,3.14,8750,0,0
L008965,C05954,Personal Loan,378000,153700,8.44,8270,0,0
L008966,C05955,Credit Card,9000,2900,17.95,450,0,0
L008967,C05956,Mortgage,2349000,1576100,2.62,10460,0,0
L008968,C05957,Credit Card,63000,28100,17.84,3150,0,0
L008969,C05957,Car Loan,196000,148000,4.75,4790,0,0
L008970,C05958,Personal Loan,71000,45500,9.26,910,0,0
L008971,C05959,Credit Card,33000,15700,19.07,1650,0,0
L008972,C05959,Personal Loan,157000,128800,5.93,4780,1,0
L008973,C05960,Credit Card,10000,4900,21.0,500,0,0
L008974,C05961,Credit Card,20000,3800,17.58,1000,0,0
L008975,C05962,Credit Card,22000,14000,13.34,1100,0,0
L008976,C05962,Personal Loan,74000,40000,8.88,1130,0,0
L008977,C05963,Mortgage,1138000,902800,3.04,5090,0,0
L008978,C05964,Credit Card,12000,8500,22.29,600,0,0
L008979,C05964,Car Loan,50000,13600,5.66,650,0,0
L008980,C05964,Personal Loan,36000,22600,5.0,470,0,0
L008981,C05965,Car Loan,328000,126200,4.89,5530,0,0
L008982,C05966,Mortgage,1574000,918500,3.3,6620,0,0
L008983,C05966,Credit Card,20000,16700,13.27,1000,0,0
L008984,C05966,Car Loan,301000,134900,6.53,4240,0,0
L008985,C05967,Mortgage,1052000,908100,2.85,4820,0,0
L008986,C05968,Mortgage,1771000,1404000,2.91,8540,3,1
L008987,C05968,Car Loan,286000,229200,7.87,11720,0,0
L008988,C05969,Mortgage,1014000,626000,3.53,4180,1,0
L008989,C05970,Credit Card,14000,1700,16.53,700,0,0
L008990,C05970,Personal Loan,24000,10500,7.47,360,0,0
L008991,C05971,Credit Card,27000,9700,21.67,1350,0,0
L008992,C05972,Personal Loan,129000,27600,6.1,1450,0,0
L008993,C05973,Car Loan,171000,61400,8.2,3640,0,0
L008994,C05974,Credit Card,26000,4600,20.23,1300,0,0
L008995,C05975,Mortgage,1277000,613600,2.78,4770,0,0
L008996,C05976,Credit Card,20000,2900,17.63,1000,0,0
L008997,C05977,Credit Card,5000,2900,17.9,250,2,0
L008998,C05977,Car Loan,50000,31800,8.66,1800,2,0
L008999,C05978,Car Loan,365000,205300,6.95,7250,0,0
L009000,C05979,Credit Card,29000,15900,19.54,1450,0,0
L009001,C05980,Mortgage,1209000,802600,2.98,4770,2,0
L009002,C05981,Car Loan,253000,121200,4.76,7390,0,0
L009003,C05982,Car Loan,50000,41200,7.33,1720,0,0
L009004,C05983,Credit Card,20000,5500,18.8,1000,4,0
L009005,C05983,Personal Loan,158000,43200,7.11,6320,0,0
L009006,C05984,Personal Loan,130000,68900,7.31,2600,0,0
L009007,C05985,Mortgage,1010000,501200,2.65,4070,0,0
L009008,C05986,Mortgage,1734000,1398400,2.76,6690,0,0
L009009,C05987,Mortgage,870000,657600,2.63,4060,0,0
L009010,C05988,Credit Card,10000,2800,17.9,500,2,0
L009011,C05989,Credit Card,14000,11800,17.72,700,1,0
L009012,C05989,Mortgage,2219000,1174100,3.41,8560,0,0
L009013,C05990,Personal Loan,71000,48700,9.92,1650,0,0
L009014,C05990,Mortgage,910000,681800,3.12,3690,1,0
L009015,C05991,Credit Card,21000,8700,20.5,1050,0,0
L009016,C05992,Mortgage,997000,722200,2.75,4270,0,0
L009017,C05993,Personal Loan,126000,30800,10.75,1290,0,0
L009018,C05993,Credit Card,14000,2700,20.14,700,1,0
L009019,C05994,Credit Card,18000,13800,16.46,900,2,0
L009020,C05994,Mortgage,1048000,533800,2.43,3630,0,0
L009021,C05994,Personal Loan,259000,205100,8.79,3840,1,0
L009022,C05995,Credit Card,5000,1600,16.56,250,1,0
L009023,C05996,Car Loan,427000,169500,6.69,6350,4,0
L009024,C05996,Personal Loan,232000,123200,6.47,2970,3,0
L009025,C05996,Mortgage,1463000,1371800,3.31,6850,0,0
L009026,C05996,Credit Card,53000,36600,17.43,2650,0,1
L009027,C05997,Car Loan,188000,166600,10.56,3680,1,0
L009028,C05997,Mortgage,1746000,1023900,3.17,6890,0,0
L009029,C05998,Car Loan,50000,31200,8.1,1950,0,0
L009030,C05998,Credit Card,5000,1300,17.86,250,4,0
L009031,C05998,Personal Loan,69000,43100,11.21,1020,0,0
L009032,C05998,Mortgage,509000,265600,4.8,2010,0,0
L009033,C05999,Personal Loan,194000,89200,8.64,3530,0,0
L009034,C05999,Credit Card,25000,15900,16.18,1250,0,0
L009035,C06000,Personal Loan,208000,128600,10.08,7350,0,0
L009036,C06001,Mortgage,1846000,1020200,3.53,7670,0,0
L009037,C06002,Personal Loan,29000,14100,10.11,410,0,0
L009038,C06003,Credit Card,9000,7000,15.97,450,0,0
L009039,C06004,Personal Loan,270000,183100,9.74,4870,0,0
L009040,C06004,Car Loan,141000,58600,5.7,2940,0,0
L009041,C06005,Personal Loan,240000,49600,9.65,6430,1,0
L009042,C06006,Mortgage,1277000,992400,2.98,4930,0,0
L009043,C06007,Credit Card,18000,4600,16.84,900,2,0
L009044,C06008,Credit Card,13000,6600,16.0,650,0,0
L009045,C06009,Mortgage,1371000,1225500,2.74,5560,0,0
L009046,C06009,Personal Loan,172000,125100,7.67,7790,0,0
L009047,C06010,Personal Loan,404000,286100,9.01,9820,0,0
L009048,C06011,Mortgage,1049000,778800,2.87,5040,0,0
L009049,C06012,Credit Card,23000,13700,18.08,1150,0,0
L009050,C06012,Mortgage,657000,310300,3.46,2760,0,0
L009051,C06013,Mortgage,2415000,2110700,2.61,9680,1,0
L009052,C06014,Personal Loan,189000,65900,11.56,2170,0,0
L009053,C06014,Mortgage,860000,522800,2.94,3800,0,0
L009054,C06015,Car Loan,50000,21000,9.62,810,0,0
L009055,C06016,Mortgage,1313000,702700,2.86,4890,0,0
L009056,C06017,Car Loan,196000,118000,6.74,2760,1,0
L009057,C06017,Mortgage,1522000,729400,2.45,5080,1,0
L009058,C06018,Personal Loan,450000,344300,12.16,8550,3,0
L009059,C06019,Mortgage,1881000,1648600,3.22,9240,0,0
L009060,C06020,Credit Card,8000,500,22.39,400,0,0
L009061,C06020,Mortgage,404000,182500,4.84,1580,0,0
L009062,C06021,Mortgage,2489000,2047800,3.27,10440,0,0
L009063,C06022,Mortgage,1290000,711400,3.08,5100,0,0
L009064,C06023,Credit Card,67000,3900,18.56,3350,0,0
L009065,C06024,Mortgage,1442000,956700,2.2,5250,0,0
L009066,C06025,Personal Loan,49000,17100,14.06,1120,0,0
L009067,C06025,Mortgage,1271000,885300,2.81,5800,0,0
L009068,C06026,Mortgage,2226000,1786900,3.13,9710,0,0
L009069,C06027,Mortgage,1176000,798100,2.48,5200,0,0
L009070,C06027,Credit Card,45000,29900,20.3,2250,2,0
L009071,C06028,Mortgage,1530000,1412200,3.2,6530,0,0
L009072,C06028,Credit Card,26000,6600,21.11,1300,1,0
L009073,C06028,Personal Loan,70000,37300,7.11,1980,0,0
L009074,C06029,Personal Loan,110000,85300,6.23,1820,1,0
L009075,C06030,Credit Card,46000,35000,19.7,2300,0,0
L009076,C06030,Car Loan,200000,72200,5.35,4180,0,0
L009077,C06031,Personal Loan,276000,174200,10.59,4980,0,0
L009078,C06031,Car Loan,89000,76900,5.14,2000,0,0
L009079,C06032,Mortgage,1569000,989900,2.87,7160,2,1
L009080,C06032,Personal Loan,136000,43400,5.93,1350,0,0
L009081,C06033,Car Loan,322000,92500,6.26,4880,0,0
L009082,C06034,Mortgage,1377000,1072700,2.71,5460,0,0
L009083,C06035,Mortgage,1810000,838800,3.16,7530,0,0
L009084,C06035,Personal Loan,146000,115200,10.13,2980,0,0
L009085,C06036,Mortgage,799000,571100,2.83,3610,0,0
L009086,C06036,Car Loan,224000,188000,8.14,6560,0,0
L009087,C06037,Mortgage,1762000,1390500,2.35,7410,0,0
L009088,C06037,Credit Card,21000,17700,14.97,1050,0,0
L009089,C06038,Mortgage,563000,492100,2.71,2530,0,0
L009090,C06039,Mortgage,1039000,629800,2.69,3900,0,0
L009091,C06040,Personal Loan,254000,193400,10.17,3840,0,0
L009092,C06040,Car Loan,243000,95700,6.65,4630,0,0
L009093,C06041,Mortgage,1819000,887100,2.87,8640,0,0
L009094,C06042,Credit Card,14000,9800,14.54,700,1,0
L009095,C06043,Mortgage,1774000,1274200,2.97,7300,0,0
L009096,C06044,Mortgage,1792000,1008200,2.97,6800,0,0
L009097,C06045,Mortgage,908000,717300,2.7,4040,2,0
L009098,C06046,Credit Card,19000,12000,16.9,950,0,0
L009099,C06047,Credit Card,58000,8300,14.09,2900,0,0
L009100,C06048,Mortgage,1969000,1264100,2.2,9270,0,0
L009101,C06048,Credit Card,24000,17900,19.17,1200,0,0
L009102,C06049,Personal Loan,106000,65200,9.56,4630,0,0
L009103,C06050,Mortgage,908000,775100,3.0,4250,0,0
L009104,C06050,Personal Loan,67000,43500,9.57,1800,0,0
L009105,C06051,Car Loan,322000,206500,7.69,10090,0,0
L009106,C06052,Mortgage,602000,512100,2.83,2370,2,0
L009107,C06052,Car Loan,165000,135700,5.79,3230,0,0
L009108,C06052,Personal Loan,50000,30300,6.67,620,0,0
L009109,C06053,Mortgage,2598000,1802000,3.28,11290,0,0
L009110,C06053,Credit Card,31000,2200,16.08,1550,3,0
L009111,C06053,Personal Loan,390000,340700,4.5,7770,0,0
L009112,C06054,Credit Card,31000,16500,17.85,1550,0,0
L009113,C06054,Mortgage,1663000,1022400,3.25,6890,0,0
L009114,C06054,Personal Loan,307000,164200,8.76,4750,0,0
L009115,C06054,Car Loan,125000,101500,4.71,4440,0,0
L009116,C06055,Mortgage,1076000,702700,2.2,3700,0,0
L009117,C06056,Mortgage,2364000,2122400,2.42,11830,0,0
L009118,C06056,Personal Loan,209000,76100,7.85,2440,0,0
L009119,C06057,Mortgage,1772000,962700,3.1,8250,0,0
L009120,C06058,Mortgage,1197000,949700,3.19,5080,0,0
L009121,C06059,Mortgage,2854000,1304000,3.55,13300,0,0
L009122,C06059,Credit Card,16000,8600,16.14,800,1,0
L009123,C06060,Mortgage,782000,709100,3.05,4160,0,0
L009124,C06061,Personal Loan,360000,319700,9.51,4670,0,0
L009125,C06062,Car Loan,227000,76000,5.83,4950,0,0
L009126,C06063,Personal Loan,157000,111500,10.38,1940,0,0
L009127,C06063,Credit Card,34000,11900,16.32,1700,0,0
L009128,C06063,Car Loan,129000,106300,7.18,2090,0,0
L009129,C06064,Car Loan,406000,254500,9.14,16960,0,0
L009130,C06065,Credit Card,49000,27400,14.26,2450,0,0
L009131,C06066,Credit Card,26000,1600,16.43,1300,0,0
L009132,C06067,Car Loan,489000,305000,6.87,7860,0,0
L009133,C06068,Personal Loan,45000,17500,6.5,450,0,0
L009134,C06068,Car Loan,50000,16300,9.32,970,0,0
L009135,C06068,Mortgage,300000,212000,5.49,1560,0,0
L009136,C06069,Credit Card,28000,9500,14.94,1400,0,0
L009137,C06069,Mortgage,1394000,801600,2.47,6050,0,0
L009138,C06070,Mortgage,1509000,1166600,3.27,7060,0,0
L009139,C06071,Personal Loan,144000,115000,9.2,5470,0,0
L009140,C06072,Mortgage,1747000,1448400,2.92,8100,0,0
L009141,C06073,Mortgage,1501000,839000,3.37,7390,0,0
L009142,C06074,Personal Loan,55000,12900,7.87,510,0,0
L009143,C06074,Credit Card,9000,7000,14.94,450,1,0
L009144,C06075,Personal Loan,286000,178700,9.61,10180,1,0
L009145,C06075,Car Loan,209000,69200,5.53,5120,3,1
L009146,C06075,Mortgage,1668000,1186300,2.45,6100,0,0
L009147,C06076,Credit Card,13000,5500,19.62,650,1,0
L009148,C06077,Mortgage,1728000,1201900,3.41,7830,0,0
L009149,C06078,Mortgage,2106000,1980300,3.07,11190,1,0
L009150,C06079,Credit Card,43000,7900,18.4,2150,0,0
L009151,C06079,Mortgage,1393000,953500,3.18,6080,1,0
L009152,C06079,Car Loan,233000,206800,8.5,5600,0,0
L009153,C06080,Car Loan,106000,79900,10.13,1640,0,0
L009154,C06081,Mortgage,2265000,1567600,2.84,9810,0,0
L009155,C06081,Personal Loan,500000,321100,10.29,15440,0,0
L009156,C06081,Car Loan,193000,155700,6.9,4920,4,0
L009157,C06082,Credit Card,10000,8000,22.2,500,0,0
L009158,C06082,Car Loan,105000,41000,8.81,2440,0,0
L009159,C06083,Car Loan,91000,78100,9.62,2200,1,0
L009160,C06083,Credit Card,20000,12900,17.02,1000,0,0
L009161,C06084,Credit Card,28000,4300,12.71,1400,0,0
L009162,C06085,Mortgage,1861000,1177000,2.37,8320,0,0
L009163,C06085,Car Loan,351000,192100,7.0,5650,1,0
L009164,C06086,Car Loan,169000,96300,6.41,2280,0,0
L009165,C06087,Mortgage,1666000,1540000,2.8,7080,0,0
L009166,C06088,Credit Card,31000,16600,18.07,1550,0,0
L009167,C06089,Mortgage,2793000,2196100,2.2,11510,1,0
L009168,C06090,Personal Loan,212000,181900,7.37,5650,0,0
L009169,C06091,Credit Card,6000,3000,20.27,300,0,0
L009170,C06091,Car Loan,176000,106800,9.76,2840,0,0
L009171,C06091,Personal Loan,37000,23700,10.18,520,1,0
L009172,C06092,Credit Card,5000,2500,19.52,250,0,1
L009173,C06093,Car Loan,211000,143900,5.23,3840,0,0
L009174,C06094,Mortgage,1279000,927900,3.21,6040,0,0
L009175,C06094,Car Loan,325000,276200,5.31,6780,0,0
L009176,C06095,Personal Loan,70000,32400,7.03,1220,0,0
L009177,C06096,Mortgage,1483000,1078600,3.0,5910,0,0
L009178,C06097,Credit Card,12000,9700,19.74,600,0,0
L009179,C06098,Credit Card,70000,44200,21.94,3500,0,0
L009180,C06099,Mortgage,1232000,918300,3.63,5360,0,0
L009181,C06100,Credit Card,10000,7700,16.42,500,0,0
L009182,C06100,Personal Loan,39000,12400,5.75,470,0,0
L009183,C06101,Personal Loan,73000,38800,7.03,1880,0,0
L009184,C06101,Credit Card,39000,27600,17.29,1950,0,0
L009185,C06101,Mortgage,1953000,1651900,3.08,8490,0,0
L009186,C06102,Car Loan,194000,54800,6.19,5140,0,0
L009187,C06102,Personal Loan,258000,198900,8.12,3940,0,0
L009188,C06103,Car Loan,50000,36700,7.98,1070,0,0
L009189,C06104,Credit Card,28000,3100,16.56,1400,0,0
L009190,C06105,Mortgage,1876000,1730500,3.48,8610,0,0
L009191,C06106,Mortgage,1117000,664500,2.94,5160,0,0
L009192,C06107,Personal Loan,278000,178000,9.53,5330,1,0
L009193,C06107,Car Loan,106000,28800,6.03,2000,0,1
L009194,C06107,Mortgage,1366000,978500,2.85,5290,0,0
L009195,C06107,Credit Card,30000,1600,14.18,1500,0,0
L009196,C06108,Car Loan,367000,119300,7.64,7430,0,0
L009197,C06108,Mortgage,1054000,609100,3.15,4890,0,0
L009198,C06109,Mortgage,2121000,1256200,3.61,9670,0,0
L009199,C06109,Personal Loan,382000,177400,7.86,6340,0,0
L009200,C06110,Credit Card,13000,5800,17.47,650,0,0
L009201,C06111,Mortgage,1083000,733400,2.88,4810,0,0
L009202,C06112,Personal Loan,126000,50000,7.89,1370,0,0
L009203,C06113,Mortgage,1651000,1425400,3.28,7360,0,0
L009204,C06113,Credit Card,22000,7600,17.02,1100,2,0
L009205,C06114,Mortgage,1199000,597100,2.29,5370,0,0
L009206,C06114,Credit Card,47000,25600,18.71,2350,0,0
L009207,C06115,Mortgage,1410000,1054700,2.77,6920,0,0
L009208,C06116,Credit Card,49000,25800,16.86,2450,0,0
L009209,C06116,Car Loan,240000,64800,4.53,3220,0,0
L009210,C06117,Mortgage,1997000,1370100,2.2,9070,0,0
L009211,C06117,Personal Loan,304000,244300,11.7,6010,1,0
L009212,C06118,Mortgage,1206000,927200,3.55,5200,0,0
L009213,C06119,Credit Card,27000,14500,19.76,1350,0,0
L009214,C06120,Personal Loan,123000,42400,6.54,2050,0,0
L009215,C06121,Credit Card,7000,5100,17.17,350,0,0
L009216,C06122,Credit Card,31000,19200,15.49,1550,0,0
L009217,C06123,Credit Card,11000,7400,22.8,550,0,0
L009218,C06124,Mortgage,1169000,969300,3.09,5340,0,0
L009219,C06125,Mortgage,606000,380300,2.87,2640,0,0
L009220,C06126,Mortgage,1531000,760400,3.11,5930,0,0
L009221,C06127,Mortgage,2152000,1453000,2.91,10060,0,0
L009222,C06128,Mortgage,1209000,1005300,3.26,5590,0,0
L009223,C06129,Mortgage,1141000,625800,3.36,4700,0,0
L009224,C06130,Mortgage,1925000,1102000,2.82,9190,1,0
L009225,C06130,Personal Loan,345000,305600,6.23,15400,0,0
L009226,C06131,Credit Card,23000,10300,18.1,1150,0,0
L009227,C06131,Personal Loan,252000,130200,10.5,9300,0,0
L009228,C06132,Mortgage,1100000,541800,3.24,3920,0,0
L009229,C06132,Credit Card,55000,8900,14.33,2750,0,0
L009230,C06133,Personal Loan,382000,154600,7.78,10850,2,0
L009231,C06134,Car Loan,136000,117900,6.86,2230,0,0
L009232,C06135,Car Loan,235000,76200,3.92,5580,0,0
L009233,C06136,Mortgage,837000,424500,3.07,3680,0,0
L009234,C06136,Car Loan,85000,37000,6.72,1430,0,0
L009235,C06137,Mortgage,1848000,1050100,2.83,8610,2,0
L009236,C06137,Personal Loan,210000,175100,4.5,7960,1,1
L009237,C06138,Mortgage,707000,646700,2.69,2920,0,0
L009238,C06139,Personal Loan,115000,28600,9.94,1150,0,0
L009239,C06139,Car Loan,291000,217200,6.36,9300,0,0
L009240,C06140,Credit Card,31000,21800,16.44,1550,0,0
L009241,C06141,Mortgage,2195000,2028900,3.22,10390,0,0
L009242,C06142,Mortgage,2007000,1736700,2.71,9530,0,0
L009243,C06143,Car Loan,336000,300700,6.8,12040,0,0
L009244,C06143,Personal Loan,123000,74600,6.69,2180,2,0
